listing_id,Mean_Sentiment_Polarity,Total_Reviews_per_listing
1171574,0.3955694329584841,364
1175464,0.4726638461371244,41
1179538,0.5544051282051281,5
1184846,0.45857276450949397,75
1190224,0.34983992704826034,27
1190571,0.42337793169793164,25
1198799,0.44572053316182425,31
1200083,0.2875265438381857,16
1205666,0.4332980075151922,275
1209447,0.3782342372134039,10
1219691,0.3771898740487198,51
1220471,0.3034239417989418,6
1220816,0.3383099128070177,56
1246769,0.39537529723085546,318
1249060,0.3621340198002688,171
1252740,0.4141301846430733,196
1255787,0.35822302940723993,13
1256892,0.401956934542649,182
1260259,0.4064535627418862,98
1273432,0.46265692508332307,26
1279660,0.4077934336244068,477
1289082,0.36269189779559474,58
1298827,0.4228805524540819,32
1301535,0.4186448686714483,212
1307898,0.4226563688435173,26
1309666,0.3171933621933622,6
1313448,0.5172238095238095,5
1349175,0.41318757699736147,329
1351716,0.3838309318871879,208
1355094,0.3956464001509399,157
1356339,0.4189241577520028,130
1356730,0.586587542087542,5
1371152,0.3803857864670835,52
1407502,0.42877955499178977,21
1416279,0.4137249500703627,69
1422036,0.37867667946329314,43
1422383,0.38047800347800353,11
1427103,0.3962626037413557,214
1432713,0.43795764238875634,387
1439237,0.42249831158751494,88
1450262,0.4119413537851037,39
1455269,0.38794738292133096,172
1461971,0.42120720020720026,12
1472532,0.4414906393929833,460
1483944,0.3918612580396246,143
1484595,0.34818959721935916,21
1488166,0.4858791727093391,56
1494828,0.3955482910268365,206
1494986,0.43021226735785245,103
1500353,0.3902639488136599,24
1511620,0.42816584110334105,12
1520449,0.4720414195055343,19
1520501,0.27625808348030567,6
1520533,0.3859417470691981,17
1520549,0.5254739088883826,9
1520581,0.3677738441412684,15
1520593,0.303992841260521,17
1531351,0.26059965375038907,30
1531458,0.33317807977542213,60
1534622,0.3332309698954045,30
1537246,0.39641390924495884,61
1538676,0.46771464646464644,4
1538865,0.35962748374242615,37
1539463,0.40806794086177217,52
1546870,0.40449954238148694,18
1556170,0.3628539891220843,110
1561256,0.3921116752503241,174
1562643,0.4155950309238399,54
1571230,0.2517083383564348,13
1579615,0.40568513314828175,145
1583047,0.23666230910796127,9
1588658,0.39604239839875355,17
1588941,0.3729205306372722,80
1588992,0.3740342469558099,111
1589681,0.39669367380233916,203
1589732,0.270946316537155,23
1593991,0.34141931922151586,46
1594219,0.3747881521944478,75
1594313,0.359751712657616,73
1599010,0.3870886544011544,10
1599856,0.3706205069696576,301
1602421,0.3575673455832332,75
1603408,0.3302750931153388,31
1609922,0.4174554633931993,33
1614502,0.40218173362204773,149
1618842,0.3978050949466468,300
1628210,0.448686060946162,13
1629525,0.25579166666666664,2
1647216,0.24990913819976318,20
1652097,0.35901108266476345,97
1652107,0.3535368404462837,248
1684236,0.41534177297916364,158
1686930,0.45440518033657934,250
1687322,0.38422621418263025,31
1696015,0.3658395048628012,29
1696194,0.3953772837303066,46
1696389,0.6611111111111111,1
1702092,0.3940003234313578,14
1715582,0.44426158983843694,48
1716901,0.3846197941218233,77
1722493,0.4196908048677901,25
1732441,0.41377446974955306,139
1737244,0.4739469463914736,36
1739843,0.41360127259030766,19
1747356,0.2796875,2
1750681,0.3671044065923811,356
1758935,0.37366435980450463,513
1762354,0.44116709712519975,38
1763809,0.39292856197450515,239
1764100,0.35618385496392324,41
1772119,0.4310950527545261,182
1773803,0.3373158506186779,271
1775016,0.4156722127013279,267
1781723,0.4360055545551845,107
1781873,0.4171096595909986,102
1782140,0.4174100412149563,182
1789341,0.3579570774992204,25
1796217,0.45567211381358214,45
1796302,0.42636773344852014,175
1796861,0.37948737907670393,68
1797207,0.44422993245457537,72
1802663,0.4388418937962051,176
1807936,0.40772692512319614,16
1815304,0.4259323115503333,343
1815472,0.353354366971444,314
1817878,0.36759369508139905,95
1820794,0.4042306774845525,302
1826155,0.4306371684041967,206
1827586,0.4723892060000931,31
1828232,0.4980315806878307,8
1836106,0.36226441102756896,19
1851863,0.4250698326338411,40
1872885,0.3754748177748178,15
1880734,0.4037341858110325,20
1900698,0.37916162584431545,167
1901706,0.4082551523035811,42
1905473,0.37480820105820106,7
1909058,0.35392975353770517,121
1914051,0.4098468049045727,152
1925661,0.3966858387914253,90
1928010,0.4148337713496442,346
1930766,0.5969047619047619,1
1935439,0.42501521164021167,4
1940787,0.3152235136478834,7
1950012,0.37094708259433495,34
1956094,0.4160264661195949,264
1956274,0.40157583282158693,150
1956553,0.35568928061399163,92
1961950,0.4056963886570342,115
1976382,0.4124640088689778,70
1978743,0.40554096344215335,115
1980283,0.38656542070416694,98
1980395,0.35124327862394805,48
1983713,0.3622349928126543,40
1984692,0.40121851851851853,5
2011193,0.3342687074829932,4
2020505,0.41034045407141784,106
2026794,0.39523299013551294,208
2027236,0.38933468348855194,240
2032805,0.43947256148020747,144
2033191,0.40869599610563073,115
2034287,0.423912964126674,31
2037250,0.39744133757491606,51
2069917,0.41801724334151996,58
2075094,0.39593398858877554,49
2112625,0.393893693455252,42
2130652,0.3709728635746888,232
2135497,0.46164772553835054,8
2149219,0.3739827997510437,40
2150760,0.322477589232735,107
2158992,0.43584974855591735,7
2187563,0.4113698924181879,68
2187615,0.32043904251878386,5
2187906,0.41623468095147503,298
2191161,0.429903262536075,16
2191633,0.39170840018756686,18
2197168,0.39370562365594136,156
2197982,0.37211117567320035,160
2215336,0.4179755255163182,57
2238105,0.3672519122016791,111
2267862,0.2853731762065095,2
2268329,0.38926970287150325,85
2277640,0.3693198721022488,86
2297917,0.3708764698233063,81
2298775,0.36892382215360964,68
2332949,0.4397419226323175,131
2350464,0.4342824735449736,20
2358140,0.37280296089443854,29
2367298,0.3917518439038439,228
2373176,0.40795800212223926,132
2387605,0.3648988135622525,168
2391699,0.40779848341348957,376
2396734,0.43625616256824473,88
2399736,0.37471640783467536,217
2401341,0.5987723214285714,2
2412633,0.3802577042492456,19
2413338,0.37829256728524463,35
2420878,0.39390252313046437,8
2441908,0.38393419237913856,238
2446384,0.4005505961884904,45
2459519,0.47376664982948163,34
2471659,0.36098353206825295,261
2474569,0.3483835637272263,51
2481189,0.4312333412808126,104
2481869,0.4348876528832992,155
2486612,0.394226160754064,250
2489339,0.44299409024948466,72
2492143,0.40325508734303717,48
2500188,0.392807117029754,57
2508065,0.3998349266474267,5
2516391,0.4500415613295484,157
2520890,0.3783579551866557,88
2522091,0.45456749645973576,96
2526129,0.3360402008809903,10
2536507,0.441169915006969,334
2557712,0.40948310488585876,54
2578855,0.3797101798275667,262
2584354,0.33238685267554313,30
2586350,0.3792940918504625,142
2586642,0.3233881291338798,62
2593176,0.41728647028594,221
2593263,0.38963315996473535,213
2612399,0.4027363373338282,259
2614238,0.36148652014652016,10
2614387,0.4347420269197973,412
2620429,0.4286541290884839,254
2628010,0.40493596126189935,29
2630912,0.5130111111111111,5
2638086,0.44182038879095675,38
2642359,0.37387627104343163,229
2660384,0.389303221810007,374
2670365,0.45314746042091275,231
2683263,0.40350326028964434,60
2686374,0.4321087506682259,493
2687485,0.4559270549409438,18
2687487,0.3994868385134568,126
2692126,0.3967420928783395,168
2693672,0.43374341340108735,65
2693700,0.41792299390808957,318
2710274,0.41498462304214295,184
2715623,0.4090496679959028,29
2720963,0.4718566156066156,11
2721526,0.4410118045534712,12
2721575,0.38906671220045075,235
2723368,0.3977337655754618,129
2727808,0.41574262009553875,168
2727984,0.4149171092280612,19
2731253,0.41191492440845556,188
2736961,0.35562119845404144,112
2755730,0.44468949345163616,220
2760312,0.40724891148198583,241
2762241,0.36945800921848665,49
2769088,0.20987217412217413,15
2800448,0.3867915750915751,65
2804399,0.37628998549027864,61
2809796,0.38632350542803473,188
2818420,0.413363751147842,11
2830174,0.38512483946315984,29
2847177,0.3891809669292663,15
2868006,0.386000764586291,12
2875975,0.413301282051282,3
2882641,0.4029489555570208,55
2897897,0.41090009810015216,33
2905375,0.4270989774446028,41
2919571,0.7241071428571428,2
2923529,0.43184363897386757,210
2933877,0.40295282367979723,37
2935486,0.4433324569162528,271
2943860,0.4406577474010064,63
2948548,0.26941385995325623,25
2950213,0.3971780629926935,105
2955782,0.40502353324032725,223
2970666,0.3951510269287881,138
2975717,0.43587784618854286,96
2976798,0.3791235255740118,121
2980762,0.3299723898602866,42
2986056,0.4490007215007215,6
2989758,0.4306454760543529,172
2994309,0.4116967638165791,184
2995996,0.3314006269365517,51
2998728,0.48382553960916735,84
3017298,0.4087538126361656,3
3021560,0.3733104991914124,24
3022308,0.23435185185185184,3
3022564,0.40212546664153687,359
3031503,0.4806766447837877,13
3033190,0.4008672206268148,89
3038772,0.3883159731438327,275
3040278,0.4558035854283131,276
3041619,0.4684900103907234,83
3050140,0.4181095192926564,82
3052151,0.28591112088985415,43
3053237,0.4206840788117299,256
3053269,0.43135600101993665,45
3061918,0.39773827872059814,38
3120652,0.39905190297369825,101
3121829,0.46428032425577076,28
3123632,0.36979978354978355,11
3124961,0.14444444444444446,1
3139847,0.4144158181023027,87
3143227,0.39335030438532365,268
3155785,0.31901071428571426,5
3157738,0.3995682558182558,11
3158243,0.32933913816032473,42
3173186,0.339074754720032,54
3206305,0.39420986925921775,155
3209633,0.39104592106867003,152
3231382,0.0,1
3231850,0.4203757941430206,137
3237501,0.35688315620699207,30
3238295,0.41381050660220203,57
3242605,0.37450597877313,191
3245876,0.4134091456492792,268
3246706,0.38042550382005597,41
3250577,0.42575836489898977,28
3254956,0.309640939924578,44
3258213,0.3999002998347865,61
3258585,0.3827152545440738,123
3263071,0.26387539219572054,30
3263722,0.43090747354497355,14
3269390,0.40995628336975093,223
3271103,0.4441281866281866,11
3273014,0.28903681840045475,11
3273240,0.399722874335446,108
3282760,0.0,1
3294804,0.3967335463338881,24
3303376,0.39955692899995415,67
3308979,0.46268235750991815,50
3312406,0.39741718483671096,242
3319386,0.3731507819910557,59
3324375,0.5188888888888888,1
3329962,0.3024001537332274,39
3333971,0.36517253736633193,369
3334052,0.3428626816910416,178
3340727,0.3733620099870349,126
3345341,0.3836940620786108,54
3372535,0.3703695752089731,76
3379116,0.42345810110451243,132
3380159,0.4359584967062346,97
3382533,0.42892598626171047,136
3385421,0.4400161442496822,32
3386862,0.396197795657475,77
3401644,0.35630405688276057,9
3402376,0.4022376743626744,5
3403638,0.3228921864263382,10
3403858,0.3499516993988801,8
3404557,0.33452275237989526,9
3411643,0.37241181657848327,6
3412630,0.44147300198869033,115
3416217,0.3506476988047001,35
3416590,0.47510857583774246,24
3418230,0.4377516658971076,14
3424114,0.26847444423531375,5
3424242,0.29004445793230255,9
3424991,0.3889841806057668,136
3426639,0.3639421815522707,115
3434459,0.4176238093514654,69
3441450,0.42469746247018975,11
3441487,0.47029017857142863,2
3446274,0.41002408187095796,57
3449059,0.3556956797487331,335
3456599,0.4139794880967132,101
3463245,0.4008354703219971,47
3468261,0.3703722600151172,7
3488436,0.3462711473415223,113
3489837,0.4028649891774892,10
3505739,0.4566888309347782,156
3510818,0.41663388532627216,70
3522409,0.3717936521525588,235
3531616,0.441288097295679,88
3533112,0.41514998190283414,12
3534444,0.2880969785575049,3
3535171,0.38857859678938456,167
3543084,0.49530267597309513,44
3543247,0.41036773028242374,277
3544964,0.4028393210835638,91
3551668,0.4156285890105662,90
3551836,0.44645894358882776,46
3552006,0.3912039183257246,28
3552523,0.4007254469511074,148
3559811,0.39604071507912236,38
3561108,0.3842864865128103,36
3561237,0.3901886999406886,64
3570691,0.45844430954693643,136
3582883,0.34515101344426935,318
3593582,0.27025,1
3594959,0.330465402585222,17
3604931,0.5319876438229613,18
3615614,0.4130667171613471,256
3624990,0.35577486041212736,87
3625969,0.3806686784455604,121
3627658,0.4462798183660928,15
3637180,0.3883651625945954,186
3639023,0.3408965119049706,19
3646393,0.402556431111223,171
3652078,0.4777777777777778,1
3653575,0.40755690560736085,42
3657819,0.37518640950244747,111
3673011,0.4378324224414,84
3677729,0.41826678860532746,53
3678718,0.3671358855284768,233
3679617,0.3453572795700772,18
3689119,0.4017777127082831,178
3689416,0.3969690600198412,16
3691288,0.3730202281465931,112
3697351,0.4309532369747117,262
3703121,0.39098603120798026,23
3720429,0.3546612811791383,7
3720511,0.4552189045522379,15
3720731,0.4104611285012697,69
3726391,0.251600135975136,3
3727575,0.35232142857142856,8
3728802,0.4575703892668179,3
3732076,0.4016917688792689,12
3732094,0.4693954660717334,7
3732103,0.3901005904246645,9
3739681,0.4123427392460374,61
3757899,0.458530257936508,4
3759039,0.44649209664252926,150
3766055,0.3947046987151774,72
3766866,0.3964402566641756,29
3768745,0.39210794861388315,98
3770248,0.24330889482811227,19
3772674,0.40925173793739894,185
3773700,0.4232376532661621,9
3775757,0.2829861111111111,1
3783162,0.42420128279027364,60
3791920,0.39670280147589115,213
3793406,0.3556816059757236,9
3793790,0.43280354198161775,153
3803947,0.41302228081020737,66
3812957,0.3797727702392652,92
3818746,0.48493373900616205,57
3819831,0.3357903964054757,9
3821663,0.35925560281926755,213
3821822,0.37691946306172663,205
3835995,0.41569995779480884,333
3843706,0.38020733482787056,8
3844087,0.42737581709800454,88
3852117,0.3567890699273949,356
3859671,0.3626555861191278,12
3861673,0.40657182653667384,657
3868138,0.44076142897628423,70
3868844,0.4162267523610234,23
3870937,0.3903846203269354,110
3883137,0.40056779594876113,201
3883392,0.4225309881154151,44
3888924,0.28296027207179164,6
3888986,0.41391233766233765,3
3889050,0.4554862851573378,6
3889280,0.5276785714285714,4
3889299,0.2832264957264957,5
3889330,0.4203581267217631,5
3890990,0.4023606396774179,237
3898413,0.4286294833278743,141
3898692,0.36702156719026785,104
3906076,0.41687328791615486,179
3906733,0.37771913677805824,61
3908378,0.42685245845034336,371
3915826,0.4126024908919646,37
3921664,0.4174656598799607,117
3922853,0.37339052600546824,30
3925573,0.5907542735042736,5
3926008,0.4373120884142637,56
3939683,0.36619844276094277,3
3946160,0.380498645608982,428
3946674,0.4038056083964813,113
3953611,0.37644589341560986,123
3953742,0.4383273764461246,257
3959460,0.4010308358189183,109
3959904,0.2770175438596491,1
3961077,0.4284378611219558,65
3970736,0.37051762600931837,162
3971346,0.39030546813329686,86
3987838,0.41666291215572704,159
3992155,0.3951053305910325,150
3997861,0.3028769841269841,2
4008373,0.4844280207075198,57
4016079,0.4007336536611727,46
4024844,0.4201852362627132,163
4025954,0.3722463526483059,95
4026757,0.4165310468212728,280
4030640,0.40441714047717664,83
4031625,0.39502536350840417,49
4038347,0.3818496726286433,178
4046863,0.4079498400683099,310
4047058,0.4234246737388503,247
4053972,0.40988759889735116,136
4061207,0.17549553154595174,3
4069543,0.42159767688526106,181
4100009,0.40374040763628516,127
4104442,0.38646451760644157,22
4105164,0.43291061793559915,238
4111137,0.3836993625075494,118
4120442,0.015956790123456816,1
4122325,0.4272477223707873,37
4125779,0.347350776207919,21
4126798,0.3442207977207978,13
4127517,0.47084126388150516,30
4128097,0.78,1
4129218,0.4070251533868944,218
4135710,0.2769940476190476,6
4137114,0.3593739151606343,181
4145694,0.4851903389523583,26
4151303,0.39668720686730774,152
4163568,0.4578473776467198,38
4165554,0.4131850874819625,16
4170863,0.4110513403816463,113
4181226,0.3720654857756307,6
4184211,0.41322629744557005,59
4187961,0.40000850829398116,56
4189163,0.375526959874957,62
4191621,0.3830443176641334,69
4208555,0.37828104366344933,76
4211081,0.43142780022752836,197
4218733,0.40244235199402056,232
4223597,0.4300832656576245,104
4225225,0.39700376492711026,57
4226386,0.3701191448801743,9
4231670,0.295732196969697,10
4236723,0.42971442755231465,433
4250367,0.4282374042563188,19
4256705,0.4410462605213156,31
4277026,0.5317179939402162,9
4279578,0.3924801429046985,188
4279876,0.41121619447600244,123
4286182,0.44471146385793464,73
4287974,0.4216663773204965,100
4288801,0.3938944996802139,43
4294376,0.40916022927689594,6
4316910,0.31420772745455017,169
4317390,0.3578306291570973,56
4318814,0.42799741406671177,121
4324917,0.4051667335167812,145
4340838,0.3997824060349318,168
4352184,0.203353217830342,9
4360485,0.36827587214739993,18
4360604,0.32994470931115677,25
4364285,0.367368483946609,22
4364624,0.40007710821841286,202
4365589,0.41363733930211205,8
4400811,0.3544111364968296,47
4401544,0.45529148629148625,5
4409731,0.3582027016193683,6
4410544,0.4157448568668293,51
4417792,0.42007852393788897,119
4423130,0.3888831579490759,121
4429898,0.33703855118692994,70
4430233,0.42816733893665904,59
4430381,0.46018956384213106,72
4432489,0.40481530630206003,132
4438160,0.4128704455266955,8
4438188,0.3990124415669131,136
4438871,0.4525041359136248,36
4439293,0.38570631568069186,194
4440686,0.3557435683364255,4
4454264,0.12277777777777778,3
4461706,0.4093718820610932,97
4464110,0.42906702170627065,166
4464542,0.4297619047619048,3
4479426,0.40060093637700334,49
4481979,0.43520387323207005,65
4484426,0.37976164031644327,29
4503535,0.45387349884411243,144
4518474,0.41652855071071376,109
4520179,0.48895284527187666,47
4521755,0.41415372316244714,80
4526737,0.4268931380910825,23
4526943,0.47747777042915934,18
4531944,0.3851095132151646,190
4532538,0.3437216553287982,3
4539948,0.39888357746506126,171
4550099,0.4615238095238096,3
4550199,0.42277244365112004,13
4555997,0.39531594673891846,89
4559222,0.33263279170124405,21
4567243,0.30120032933808444,7
4574039,0.42645416397988084,113
4574700,0.42074709268905697,4
4581256,0.3311791783141744,137
4589654,0.35671314187761555,38
4593608,0.18398268398268397,2
4593740,0.44587707430392315,308
4598160,0.4188187579221241,171
4599119,0.4631473000683528,19
4607830,0.41595437499839705,293
4608208,0.4194612852717787,208
4608592,0.4429515498444198,98
4614701,0.45361771067736967,42
4616634,0.42381415296108466,411
4623541,0.3994462432529423,52
4629020,0.4198737028336666,15
4637670,0.4217599504290051,50
4639040,0.37933287517361874,38
4639465,0.4315339931954795,131
4642956,0.43543250688705226,4
4645208,0.49977524616587116,16
4652918,0.3583928571428572,4
4653552,0.44563021978635936,126
4664312,0.2933201058201058,6
4669377,0.4050640000750582,45
4672934,0.44263988313868263,119
4677524,0.42798253836255884,60
4678866,0.36178571428571427,2
4681687,0.3690002890666567,182
4681885,0.408350122462697,57
4693488,0.37771882547901975,74
4709308,0.22875,2
4711069,0.41829362943453846,110
4718921,0.40203653428931335,52
4720666,0.40611111111111114,4
4725935,0.360782348926468,79
4729855,0.45587962962962963,2
4737727,0.3852314814814815,3
4738971,0.37407491839713014,82
4739190,0.3684811252163315,65
4752817,0.42731857897753994,218
4757025,0.3937546751765217,223
4759230,0.4243987785119364,15
4760472,0.4070523296514012,173
4760968,0.42155398923740456,192
4777832,0.4262385688911799,173
4803403,0.3950379774252574,31
4808896,0.36424591372276566,27
4809486,0.3658872334358489,43
4824291,0.44262193362193364,18
4825073,0.4635802469135803,6
4825472,0.38827586959500376,74
4832481,0.3993372692307524,46
4854767,0.3844570978848422,71
4856986,0.40255726134260195,25
4863369,0.3967219218844897,193
4863533,0.4623456790123457,3
4871348,0.3850261971725109,294
4872699,0.256712962962963,4
4879013,0.3830067637626056,156
4881141,0.41655640243075187,61
4884512,0.4059793585342828,33
4887845,0.45068836371961374,8
4887927,0.6666666666666666,1
4892357,0.31260425685425686,4
4933447,0.44088106349697537,184
4936647,0.376916716343997,89
4943016,0.3190335942554981,15
4950847,0.3983671299460773,19
